CourseType,Description,Locations,MaximumAge,MinimumAge,Provider,SkillLevel,Title,Topic,URL
In-Classroom Learning or Virtual Live Training,"The CompTIA Linux+™ Powered by LPI (Exams LX0-103 and LX0-104) CompTIA Training Course, developed to cover CompTIA Powered by LPI exams LX0-103 and LX0-104, builds on your existing user-level knowledge and experience with the Linux operating system to present fundamental skills and concepts that you will use on the job in any type of Linux career.

This CompTIA Training Course can benefit you in two ways. If your job duties include Linux troubleshooting, installation, or maintenance, or if you are preparing for any type of Linux-related career, it provides the background knowledge and skills you will require to be successful. In addition, it assists you if you are preparing to take the CompTIA Linux+™ Powered by LPI exams (Exam Codes: LX0-103 and LX0-104), in order to become a CompTIA Linux+™ Certified Professional. ","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,Linux+ Certification,CompTIA Training Course,https://www.techsherpas.com/shop/comptia/linux-certification/
In-Classroom Learning or Virtual Live Training,"This JavaScript Training Course will teach the core functionality of the JavaScript language. Students learn to use JavaScript effectively to make their web pages more dynamic and functional and to reduce the number of roundtrips to the server.

Prerequisites","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Beginner,Introduction to Javascript,JavaScript Training Course,https://www.techsherpas.com/shop/java-javascript/introduction-to-javascript/
In-Classroom Learning or Virtual Live Training,"You used XHTML to develop web pages with interactive content to attract visitors. In this JavaScript Training Course, you will develop interactive web content using JavaScript. You will create and execute scripts using JavaScript.

Audience Profile","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,JavaScript Programming,JavaScript Training Course,https://www.techsherpas.com/shop/java-javascript/javascript-programming/
In-Classroom Learning or Virtual Live Training,"This Microsoft Azure Training Course provides the underlying knowledge required by all individuals who will be evaluating Microsoft Azure, whether they are administrators, developers, or database administrators. This Microsoft Azure Training Course also provides the prerequisite knowledge for students wishing to attend Microsoft Azure Training Course 20532D: Developing Microsoft Azure Solutions, or Microsoft Azure Training Course 20533D: Implementing Microsoft Azure Infrastructure Solutions.

This Microsoft Azure Training Course will introduce students to the principles of cloud computing. Students will become familiar with how these principles have been implemented in Microsoft Azure. In addition, this Microsoft Azure Training Course will explain how to implement the core Azure infrastructure, consisting of virtual networks and storage. With this foundation, students will learn how to create the most common Azure services, including Azure Virtual Machines, Web Apps, and Azure SQL Database. The Microsoft Azure Training Course will conclude by describing features of Azure AD and methods of integrating it with on-premises Active Directory.","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,10979: Microsoft Azure Fundamentals,Microsoft Azure Training Course,https://www.techsherpas.com/shop/microsoft-training/10979-microsoft-azure-fundamentals/
In-Classroom Learning or Virtual Live Training,"This Microsoft Azure Training Course is intended for architects who have experience building infrastructure and applications on the Microsoft Azure platform. Students should have a thorough understanding of most services offered on the Azure platform. The students typically work for organizations that have an active solution on Azure and are planning to enhance existing solutions or deploy more solutions to the Azure platform. This Microsoft Azure Training Course also is intended for architects who want to take the Microsoft Certification exam, 70-535, Architecting Microsoft Azure Solutions.

Audience Profile","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,20535: Architecting Microsoft Azure Solutions,Microsoft Azure Training Course,https://www.techsherpas.com/shop/microsoft-training/20535-architecting-microsoft-azure-solutions/
In-Classroom Learning or Virtual Live Training,"This five-day Microsoft Windows Server 2016 Training Course will provide students with the key knowledge required to deploy and configure Microsoft Azure Stack. Using hands-on labs, students will learn the following:

 ","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,20537: Configuring and Operating a Hybrid Cloud with Microsoft Azure Stack,Microsoft Windows Server 2016 Training Course,https://www.techsherpas.com/shop/microsoft-training/azure-cloud/azure/20537-configuring-operating-hybrid-cloud-microsoft-azure-stack/
In-Classroom Learning or Virtual Live Training,"This five-day instructor-led Skype Training Course teaches how to design, plan, and deploy the various voice solutions available with Skype for Business Online and Skype for Business Server 2015. This Skype Training Course will provide you with the knowledge and skills to configure and manage Cloud PBX with PSTN Calling, Cloud PBX with On-Premises PSTN Connectivity, Cloud Connector, and on-premises Enterprise Voice. This Skype Training Course will also provide procedures, guidelines, best practices, and other important considerations that will help you implement, optimize and troubleshoot Skype for Business Online and Skype for Business Server 2015 voice solutions. This Skype Training Course helps students prepare for Microsoft Exam 70-333 Deploying Enterprise Voice with Skype for Business 2015.

Audience profile","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,40409: Deploying Voice Workloads for Skype for Business Online and Server 2015,Skype Training Course,https://www.techsherpas.com/shop/microsoft-training/40409-deploying-voice-workloads-skype-business-online-server-2015/
In-Classroom Learning or Virtual Live Training,"This three-day MTA Training course helps you prepare for Microsoft Technology Associate Exam 98-375, and build an understanding of these topics: Manage the Application Life Cycle, Build the User Interface by Using HTML5, Format the User Interface by Using CSS, Code by Using JavaScript. This course leverages the same content as found in the Microsoft Official Academic Course (MOAC) for this exam.

Audience Profile","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,40375: HTML5 Application Development Fundamentals,Course,https://www.techsherpas.com/shop/microsoft-training/mta/developer/40375-html5-application-development-fundamentals/
In-Classroom Learning or Virtual Live Training,"This three-day MTA Training Microsoft IT Infrastructure Training Course helps you prepare for Microsoft Technology Associate Exam 98-368, and build an understanding of these topics: Device configurations, data access and management, device security, cloud services, and enterprise mobility.

Audience Profile","['AK - Anchorage', 'AL - Birmingham', 'AL - Montgomery', 'AR - Little Rock', 'AZ - Mesa', 'AZ - Phoenix', 'AZ - Tucson', 'CA - Anaheim', 'CA - Bakersfield', 'CA - Fresno', 'CA - Long Beach', 'CA - Oakland', 'CA - Orange', 'CA - Oxnard', 'CA - Riverside', 'CA - Sacramento', 'CA - San Diego', 'CA - San Jose', 'CO - Aurora', 'CO - Colorado Springs', 'CO - Denver', 'CT - Bridgeport', 'CT - New Haven', 'DC - Washington', 'DE - Wilmington', 'FL - Jacksonville', 'FL - Orlando', 'FL - Tampa', 'GA - Savannah', 'HI - Honolulu', 'IA - Cedar Rapids', 'IA - Des Moines', 'ID - Boise', 'IL - Warrenville', 'IN - Indianapolis', 'KS - Overland Park', 'KS - Wichita', 'KY - Lexington', 'KY - Louisville', 'LA - Baton Rouge', 'LA - New Orleans', 'MA - Marlborough', 'MD - Baltimore', 'MD - Bethesda', 'MD - Columbia', 'MI - Grand Rapids', 'MI - Livonia', 'MI - Southfield', 'MN - Minneapolis', 'MN - St. Paul', 'MO - Kansas City', 'MO - St. Louis', 'MS - Jackson', 'NC - Charlotte', 'NC - Durham', 'NC - Greensboro', 'NC - Raleigh', 'NC - Winston Salem', 'ND - Fargo', 'NE - Lincoln', 'NE - Omaha', 'NH - Bedford', 'NJ - Jersey City', 'NJ - Newark', 'NJ - Totowa', 'NM - Albuquerque', 'NV - Henderson', 'NV - Reno', 'NY - Albany', 'NY - Buffalo', 'NY - Rochester', 'OH - Beavercreek', 'OH - Cincinnati', 'OH - Cleveland', 'OH - Columbus', 'OH - Maumee', 'OK - Oklahoma City', 'OK - Tulsa', 'OR - Portland', 'PA - Pittsburgh', 'RI - Providence', 'RI - Warwick', 'SC - Charleston', 'SC - Columbia', 'TN - Chattanooga', 'TN - Knoxville', 'TN - Memphis', 'TN - Nashville', 'TX - Arlington', 'TX - Austin', 'TX - El Paso', 'TX - Fort Worth', 'TX - Plano', 'TX - San Antonio', 'UT - Salt Lake City', 'VA - Alexandria', 'VA - Chesapeake', 'VA - Newport News', 'VA - Norfolk', 'VA - Reston', 'VA - Richmond', 'VA - Vienna', 'VA - Virginia Beach', 'WA - Seattle', 'WA - Spokane', 'WA - Tacoma', 'WI - Appleton', 'WI - Middleton', 'WI - Milwaukee']",-1,-1,Tech Sherpas,Advanced,40368: Mobility & Devices Fundamentals: MTA Exam 98-368,Microsoft IT Infrastructure Training Course,https://www.techsherpas.com/shop/microsoft-training/40368-mobility-devices-fundamentals-mta-exam-98-368/
