CourseType,Description,Location,MaximumAge,MinimumAge,Provider,SkillLevel,Title,Topic,URL
Course,"The STAR Center at SHA's Center Park property provides residents with disabilities access to specialized training and technology. Classes offered to residents include  the basics of using computers, printers, scanners, the Internet as well as employment skills training, adult basic education and ESL. The lab is free and open to the public.","Seattle, WA",-1,-1,Seattle Housing,Beginners,Special Technology Access Resource (STAR) Center,Computers & Technology,https://www.seattlehousing.org/supportive-services/education-and-job-training/technology-training
Course,"The Westwood Heights Computer Center is a senior-friendly computer lab offering free use and training of computer technology to residents. It features large print images and screens, as well as computers with a keyboard and mouse designed for use by those with limited dexterity. Structured training sessions are available.","Seattle, WA",50+,50,Seattle Housing,Beginners,Westwood Heights Computer Center,Computers & Technology,https://www.seattlehousing.org/supportive-services/education-and-job-training/technology-training
