CourseType,Description,Location,MaximumAge,MinimumAge,Provider,SkillLevel,Title,Topic,URL
Course,"Practice the skills necessary for using a computer; including using the mouse, selecting items and text, arranging windows, browsing the Internet and library catalog.",Algona-Pacific,50,19,King County Library System,Beginners,Computer Class: Computer Basics,Computers & Technology,https://kcls.bibliocommons.com/events/search/fq=branch_location_id:(1489)&fq=types:(567990aa9fdb8abb6200c819)/event/5b3a338d009bcb37001573c9
